Reference Number,Supplier Name,Value,Purchase Order Date,Description of Goods or Services,Local Authority Department
PO00048685,TRUSTMARQUE SOLUTIONS LTD,"115,000.00",10/01/2017,"Contract Code: ecm_37464. Call off contract for 3rd line Trustmarque resource (linked to previous PO`s - PO00039733, PO00043337 & PO00047088) 

RP04649",Chief Executives
PO00048686,CURL LA TOURELLE + HEAD LIMITED,"630,550.00",10/01/2017,"Contract Code: ecm_43346. DRES Ref: 10919 - Provision of full design team for the delivery of expansions for Kellaway Road.

Req dated 13.12.16",Modernisation
PO00048687,CBRE LTD,"13,050.00",10/01/2017,"Contract code: ecm_36658. DRES Ref: 11051 - Unit 4, IO Centre - Base rent and service charge 25-12-2016 to 24-03-2017 as per Application No #: 201600000969/sbgb0043

Req dated 4.1.17",Chief Executives
PO00048687,CBRE LTD,"1,937.10",10/01/2017,"Contract code: ecm_36658. DRES Ref: 11051 - Unit 4, IO Centre - Base rent and service charge 25-12-2016 to 24-03-2017 as per Application No #: 201600000969/sbgb0043

Req dated 4.1.17",Chief Executives
PO00048688,PSi2000 LTD,"15,075.38",10/01/2017,"Annual Premium Support and Maintenance Fee for Asbestos Management Suite for 12 months (01/01/2017 ro 31/12/2017

RP04647",Housing Services HRA
PO00048690,R E PSYCHOLOGY LIMITED,"5,040.00",10/01/2017,"12 days locum EP Service @ 420 per day 01/09/2016 - 31/03/2017



Req date 7.11.16",Childrens Services
PO00048691,WESTON DIGITAL TECHNOLOGIES LTD,"6,805.00",10/01/2017,"Please supply 1 x Symphony 100 User Quality Management Licence Upgrade (Part Code SYM-QM-100) @ 6,420.00 + 1 x Annual Maintenance - Level 1 (Mon to Fri Normal Working Hours) (Part Code ML1) @ 385.00 (including First Year Maintenance Discount (Part Code FYMD)) as per quote RBG20161220-1

RP04702",Chief Executives
PO00048694,IMOSPHERE LIMITED,"10,177.43",11/01/2017,"Contract code: ecm_36644 - Annual Renewal of core assessment tools 12/03/2017 to 12/03/2018 as per your quotation number 3604.

Req dated 20.12.16",Health and Adult Services
PO00048695,FRANKHAM CONSULTANCY GROUP LTD,"90,208.00",11/01/2017,"DRES Ref: 10959. Nathan Way, Industrial Site - 82-86 Nathan Way, Woolwich London SE28 0AQ Multi Design Consultant Variation Fee to Stage 4.

Req dated 19.12.16",Other General Fund
PO00048696,LONDON PSYCHOLOGY PRACTICE,"31,080.00",11/01/2017,"74 days locum EP Service @ 420 per day from 01/09/2106 - 31/03/2017


Req date 7.11.16",Childrens Services
PO00048697,SPARK PSYCHOLOGY LTD,"21,420.00",11/01/2017,"51 days locum EP Service @ 420 per day 01/09/2016 - 31/03/2017



Req date 7.11.16",Childrens Services
PO00048698,SULA PSYCHOLOGY LTD,"16,800.00",11/01/2017,"40 days locum EP Service @ 420 per day from 01/09/2016 - 31/03/2017



Req date 7.11.16",Childrens Services
PO00048699,CASWELL CONSULTING LTD,"32,760.00",11/01/2017,"78 days locum EP Service @ 420 Per Day 01/09/20162 - 31/03/2017


Req date 7.11.16",Childrens Services
PO00048704,ERITH CONTRACTORS LTD,"6,250.00",11/01/2017,"Asbestos removal works at Strongbow Crescent extension of time to access properties, equipment hire and welfare set up as per your quotation ref T16-1890

RP2035",Comm Safety and Environment
PO00048709,IMOSPHERE LIMITED,"6,895.85",11/01/2017,"Contract code: ecm_36644 - Annual Renewal Web Service CARE CALC 01/03/2017 to 01/03/2018 as per quotation number 3613.

Req dated 20.12.16",Health and Adult Services
PO00048710,INTELLIGENT DATA COLLECTION LTD,"6,770.00",11/01/2017,"DRES Ref: 10918. Traffic surveys at various locations to support the experimental closure of Woodland Crescent in accordance with email dated 22nd November 16.

Req dated 14.12.16",Transportation Schemes
PO00048711,CIPFA BUSINESS LIMITED,"5,190.00",11/01/2017,"CIPFA Procurement & Commissioning Network - 01 December 2016 -31 March 2018 as per invoice number 3122902

Req dated 11.8.16",Chief Executives
PO00048729,PANORAMIC ASSOCIATES LIMITED,"36,000.00",11/01/2017,"contract code ecm_42397 Digital platform technical lead

TO agree an exemption from CSO 13 in order to award a contract for the services of a Systems Architect project manager with specialist experience to support the transformation of businessand ICT systems in the Directorate.


Req date 3.1.17",Health and Adult Services
PO00048740,DAVID PHILLIPS FURNITURE LTD,496.00,12/01/2017,"Coopers Court, Herbert Road SE18 

Single divan bed base",Housing Services HRA
PO00048740,DAVID PHILLIPS FURNITURE LTD,639.80,12/01/2017,Single Mattress,Housing Services HRA
PO00048740,DAVID PHILLIPS FURNITURE LTD,"1,617.90",12/01/2017,Fridge/freezer combi,Housing Services HRA
PO00048740,DAVID PHILLIPS FURNITURE LTD,"1,350.00",12/01/2017,"Electric cooker, 4 ring single cavity",Housing Services HRA
PO00048740,DAVID PHILLIPS FURNITURE LTD,890.00,12/01/2017,2 seater dining table set (table and 2 chairs),Housing Services HRA
PO00048740,DAVID PHILLIPS FURNITURE LTD,494.20,12/01/2017,3 Drawer Chest,Housing Services HRA
PO00048740,DAVID PHILLIPS FURNITURE LTD,"1,690.00",12/01/2017,"2 Seater Sofa

Req dated 9.1.17",Housing Services HRA
PO00048749,SWEETT (UK) LIMITED T/AS CURRIE & BROWN,"31,120.00",12/01/2017,"DRES Ref: 11036 PB407 for additional quantity surveying services in relation to Vincent Road, Plumcroft School Annexe project. CON847

Req dated 28.12.16",Modernisation
PO00048750,SWEETT (UK) LIMITED T/AS CURRIE & BROWN,"59,400.00",12/01/2017,"DRES Ref: 11034. Plumcroft School Annexe, Vincent Road SE18 6RW PB407 for Employers Agent Services. CON848

Req dated 28.12.16",Modernisation
PO00048763,THE GREAT OUTDOOR GYM COMPANY LTD,"8,559.00",12/01/2017,"Phase 1 of outdoor gym refurbishment at Avery Hill Park, Bostall Heath, Eltham Park South, Fairy Hill Park, Queenscroft Park and Sutcliffe Park.


Quotation ref AK/TGO/22/12/16


Req date 4.1.17",Comm Safety and Environment
PO00048764,IBM UNITED KINGDOM LIMITED,"99,940.00",12/01/2017,"Contract code: ecm_43359. Implementation Services to assist with the installation and configuration of Mircosoft Dymanics by IBM

RP04703",Chief Executives
PO00048805,WOLSELEY UK LTD (VARIOUS SUPPLIES),"216,636.61",16/01/2017,"Contract ID - 020268 - Stores Outsourcing Partnership - Monthly Consolidated Invoice for December 2016 Trading 

as per invoice dated 4th january 2017",Systems Control Accounts
PO00048806,DARTFORD METALCRAFTS,"5,000.00",16/01/2017,"Chute hoppers boroughwide - 10% increase of PO00037414

Req dated 10.1.17",Capital Housing Revenue Acc
PO00048807,HAGS- SMP LIMITED,"42,000.00",16/01/2017,"Woolwich Common Estate - Ball Court 


Req date 5.12.16",Capital Housing Revenue Acc
PO00048808,HOME-START GREENWICH,"77,823.65",16/01/2017,"Contract code: ecm_36777. Year 2 10% Total Performance Pay amount 2016.

Req dated 9.1.17",Childrens Services
PO00048811,HOME-START GREENWICH,"334,447.20",16/01/2017,"Contract code: ecm_36777. Year 3 Quarter 4 July - Sept 2017

Req dated 6.1.17",Childrens Services
PO00048812,HOME-START GREENWICH,"148,643.20",16/01/2017,"Contract code: ecm_36777. Year 3 10% Total Performance Pay Amount 2017

Req dated 6.1.17",Childrens Services
PO00048813,HOME-START GREENWICH,"334,447.20",16/01/2017,"Contract code: ecm_36777. Year 3 Quarter 3 Apr - June 2017

Req dated 6.1.17",Childrens Services
PO00048814,PHS GROUP PLC,"13,520.00",16/01/2017,"Confidential waste collections, 52 collections from Dec 2015 - Nov 2018


RP2246",Regeneration Enterprise and Sk
PO00048815,FRASER WATER SERVICES LIMITED,"5,000.00",16/01/2017,"395-497 Frances Street - To relocate booster from inside the ground floor (which is connected to a flat) to a kiosk outside the building. Modify water and electricity and install 3 new water connections for 3 flats.

Req dated 13.1.17",Capital Housing Revenue Acc
PO00048816,BAGINTON NURSERIES LIMITED,"2,367.40",16/01/2017,"Woolwich Cemetery (District 2 plus cemeteries) Well Hall Pleasurance (District 1 and 3) - Summer Bedding for 2017 as per your quotation numbers 113210,113211,113212,113213 & 113216. To be delivered 15th and 16th May 2017.

Req dated 9.1.17",Comm Safety and Environment
PO00048816,BAGINTON NURSERIES LIMITED,"11,318.25",16/01/2017,"Woolwich Cemetery (District 2 plus cemeteries) Well Hall Pleasurance (District 1 and 3) - Summer Bedding for 2017 as per your quotation numbers 113210,113211,113212,113213 & 113216. To be delivered 15th and 16th May 2017.

Req dated 9.1.17",Comm Safety and Environment
PO00048820,THAMESCRAFT DRY DOCKING SERVICES LIMITED,"70,530.00",16/01/2017,"DRES Ref: 11050. To carry out modification of Woolwich Royal Arsenal Pier (the ``contract``) as per tender submitted on 25 November 16 CON849.

Req dated 3.1.17",Regeneration Enterprise and Sk
PO00048824,MARTIN ARNOLD LTD,"27,881.19",16/01/2017,"Contract code: ecm_36638. DRES Ref: 10985 - The provision of employers agent, QS and CDM-C services for Round 5 garage sites. The fees due are based on the contract value which has exceeded the orginal value.

Req dated 19.12.16",Capital Housing Revenue Acc
PO00048825,BLACKHEATH CATOR ESTATE RESIDENTS LTD,"21,725.23",16/01/2017,"Contract code: ecm_36667. Management charges for maintaining and managing the Cator Estate for the year ended 31/12/2016.

Req dated 10.1.17",Housing Services HRA
PO00048826,CUSHMAN & WAKEFIELD LLP,"17,500.00",16/01/2017,"DRES Ref: 11111

For the provision of valuating the Waterfront leisure Centre on market value basis in accordance to RICS Red Book Standards. To provide an in-depth analysis on the property and the impacts associated with its disposal.

Invoice No CUS_INVOICE-2016-09-000006448


Req date 13.10.16",Regeneration Enterprise and Sk
PO00048827,DURABLE CONTRACTS LTD,"54,000.00",16/01/2017,"Contract ref: ecm_40589. Marble House, Rockmount Estate flat roof renewal and refurbishment of top floor flats. Variation from PO00043662 due to health & safety reasons, the existing defective glass to balconies had to be replaced. Instructions to strip out existing asphalt membrane, hack up existing screed and supply and install cut to falls tapered insulation board scheme in lieu of flat insultaion board. 

Req dated 20.12.16",Capital Housing Revenue Acc
PO00048828,SPRINGBOARD RESEARCH LTD,"4,228.00",16/01/2017,"DRES Ref: 11081

4 counters, 3 Town Centres. August 2016 - July 2017

Eltham - High Street",Regeneration Enterprise and Sk
PO00048828,SPRINGBOARD RESEARCH LTD,"4,228.00",16/01/2017,"Greenwich - Church Street

",Regeneration Enterprise and Sk
PO00048828,SPRINGBOARD RESEARCH LTD,"4,228.00",16/01/2017,"Woolwich - Powis Street at Beresford Square & Powis STreet at Barnard Close


Req date 9.1.17",Regeneration Enterprise and Sk
PO00048829,GAS TRAIN LTD,"5,000.00",16/01/2017,"Gas Training for various gas operatives - Legal Requirement


Req date 9.1.17",Housing Services HRA
PO00048832,CONCERTO SUPPORT SERVICES LIMITED,"10,000.00",17/01/2017,"DRES Ref: 11074

Please raise a new purchase for the credited 10,000 that Concerto sent back to us due to an error invoice - Original invoice for 10,000 support 3282 - followed back wuth issued credit note see attached credit 03365.

Dres ref 7328 (PO00041659) was raised for 81,800. The supplier invoiced for 10k (Invoice No 03283) which was paid on PO00041659, they have then provided a credit for the 10k. This purchase order is to place the 10k back on the project. As per confirmation from M.Ghele email to I.R 17.1.17.


Req date 5.1.17",Planned Maintenance
PO00048839,FENSCAPES LTD,"90,000.00",17/01/2017,"Fence Works - Borough Wide.

Req dated 16.1.17",Housing Services HRA
PO00048840,SOUTH OF ENGLAND FOUNDATION,"251,050.50",17/01/2017,"Contract code: ecm_40748. Payment for Quarter 4 2016 - 17 CACT Universal and Disabled Invoice number 6738.

Req dated 20.12.16",Childrens Services
PO00048841,GREENWICH LEISURE LIMITED,"307,218.83",17/01/2017,"Contract code: ecm_36775. Year 3 Quarter 4 Jul-Sept 2017

Req dated 5.1.17",Childrens Services
PO00048842,GREENWICH LEISURE LIMITED,"307,218.83",17/01/2017,"Contract code: ecm_36775. Year 3 Quarter 3 Apr-June 2017

Req dated 5.1.17",Childrens Services
PO00048843,GREENWICH LEISURE LIMITED,"307,218.83",17/01/2017,"Contract code: ecm_36775. Year 3 Quarter 2 Jan-Mar 2017 as per invoice number SI-008198

Req dated 5.1.17",Childrens Services
PO00048844,GREENWICH LEISURE LIMITED,"136,541.70",17/01/2017,"Contract code: ecm_36775. Year 3 10% Total Performance Pay Amount 2017.

Req dated 5.1.17",Childrens Services
PO00048845,LONDON BOROUGH OF LAMBETH,"12,500.00",17/01/2017,"Exempt under B16. For RBG participation in Law Emmission Logistics Project, money authorised in S106 exemption report dated 8/9/16

RP2028",Comm Safety and Environment
PO00048846,MILTON PROPERTY INVESTMENTS LTD,"10,286.55",17/01/2017,"Contract code: ecm_36716. DRES Ref: 11133 Unit 4 IO Centre - Quarterly rent in advance for 25th Dec 16 to 24th Mar 17 as per invoice SINV13002941.

Req dated 12.1.17",Chief Executives
PO00048847,HOME-START GREENWICH,"334,447.20",17/01/2017,"Contract code: ecm_36777. Year 3 Quarter 2, Jan - Mar 2017 as per invoice number 000156.

Req dated 6.1.17",Childrens Services
PO00048848,GREENWICH LEISURE LIMITED,"316,648.80",17/01/2017,"Contract code: ecm_36776. Year 3 Quarter 2 Jan-Mar 2017 as per invoice number SI-008200

Req dated 5.1.17",Childrens Services
PO00048849,GREENWICH LEISURE LIMITED,"316,648.80",17/01/2017,"Contract code: ecm_36776 Year 3 Quarter 4 Jul-Sept 2017

Req dated 5.1.17",Childrens Services
PO00048850,GREENWICH LEISURE LIMITED,"316,648.80",17/01/2017,"Contract code: ecm_36776 Year 3 Quarter 3 Apr - June 2017

Req dated 5.1.17",Childrens Services
PO00048851,GREENWICH LEISURE LIMITED,"140,732.80",17/01/2017,"Contract code: ecm_36776. Year 3 10% Total Performance Pay Amount 2017

Req dated 5.1.17",Childrens Services
PO00048852,LONDON CYCLING CAMPAIGN,"50,000.00",17/01/2017,"DRES Ref: 10966. Background - Delivering an E-bike sharing scheme is a core deliverable of both the Horizon 2020 Smart Cities (H2020) and the Low Emission Neighbourhood (LEN) programmes as approved by the Cabinet Member for Regeneration and Transport. Quotes - Five organisations submitted quotes to supply the eqiupment, operational support and administration of this project within the LEN/H2020 demonstrator area. Selection - All five submissions were scored by two independent markers. Scoring was based on the value for money of the equipment and services they would provide as well as the quality of their delivery. Delivery - The scheme will be delivered for one year from march 2017 to March 2018. There is an exit strategy for continuation after this phase of the scheme ends to ensure continuity for residents and value retained from the assets that are being procured.

Req dated 16.12.16",Transportation Schemes
PO00048856,PEABODY COMMUNITY FOUNDATION,"6,295.75",17/01/2017,"Contract code: ecm_38151. Waterways Nurseries Leasehold Rent July - September 2016 as per invoice number SINV-TTL-001034.

Req dated 9.1.17",Childrens Services
PO00048858,SIGNWARE,"6,468.00",17/01/2017,"Fire Action and Health & Safety plans for boroughwide as per your quotation number 1112161347

Req dated 17.1.17",Capital Housing Revenue Acc
PO00048860,GREENWICH BSF SPV LIMITED,"274,164.59",17/01/2017,"Contract code: ecm_36812. DRES Ref: 11155 Crown Woods School - Conversion of existing DT rooms 14 & 15 into media classrooms and office accommodation.

Req dated 12.1.17",Regeneration Enterprise and Sk
PO00048866,XCO2 ENERGY LTD,"10,000.00",18/01/2017,"Dres ref: 11136

For Daylight/ Sunlight Surveys to sites for future development within the Borough.


Req date 12.1.17",Capital Housing Revenue Acc
PO00048867,CALLCREDIT LIMITED,"9,500.00",18/01/2017,"1 Year Retriever Annual Fee - 15/12/2016 to 31/12/2016 - as per invoice 690600 dated 31/12/2016.

RP4802",Chief Executives
PO00048871,RE-GEN (UK) CONSTRUCTION LTD,"1,400,000.00",18/01/2017,"Contract code: ecm_42736. For contract 2613 (SPS0874) emergency callout for electrical systems sub supply repairs and installation works Borough wide residential buildings, contract commencing on 01/10/2016 for initially a four year period, based on quality and performance. Final contract value is indicative to quantity of orders raised, as the contract sum may be significantly below the stated sum due elements of work being carried out in-house.

Req dated 16.1.17",Housing Services HRA
PO00048880,CENTRAL GREENWICH CHILDRENS CENTRE LTD,"103,777.70",18/01/2017,"Contract code: ecm_36770. 10% Total Performance Pay Amount 2017

Req dated 5.1.17",Childrens Services
PO00048881,CENTRAL GREENWICH CHILDRENS CENTRE LTD,"259,444.25",18/01/2017,"Contract code: ecm_36770. Year 3 Quarter 2 Jan-Mar 2017

Req dated 5.1.17",Childrens Services
PO00048882,CENTRAL GREENWICH CHILDRENS CENTRE LTD,"259,444.25",18/01/2017,"Contract code: ecm_36770. Year 3 Quarter 4 Jul-Sept 2017

Req dated 5.1.17",Childrens Services
PO00048884,CENTRAL GREENWICH CHILDRENS CENTRE LTD,"155,666.55",18/01/2017,"Contract code: ecm_36770. Year 3 Quarter 3 Apr-June 2017

Req dated 5.1.17",Childrens Services
PO00048885,CENTRAL GREENWICH CHILDRENS CENTRE LTD,"51,888.85",18/01/2017,"Contract code: ecm_36770. Year 2 10% Total Performance Pay Amount 2016

Req dated 9.1.17",Childrens Services
