Reference Number,Supplier Name,Value,Purchase Order Date,Description of Goods or Services,Local Authority Department
PO00032647,FRESH ACRES NURSERIES LTD,"2,280.96",05/01/2015,"Summer bedding 2015",Comm Safety and Environment
PO00032648,LONDON GRID FOR LEARNING,"52,093.00",05/01/2015,"LPSN/LGCF annual renewal 1.4.14 to 31.3.15 contratc id 054754 ",Chief Executives
PO00032654,NORTHGATE INFORMATION SOLUTIONS UK LTD,"31,250.00",05/01/2015,"creation and distribution of blue badges contract id 053900",Adult and Older People
PO00032664,KPR MIDLINK LTD,"23,538.00",06/01/2015,"supply, install and maintain 2 x self service payment kiosks @11769.00 each as pr quote dated 30.10.14",Modernisation
PO00032678,DISABLEDGO,"6,800.00",07/01/2015,"charges in relation to the annual renewal and update of online accessibility information",Adult and Older People
PO00032679,WOLSELEY UK LTD (VARIOUS SUPPLIES),"5,120.50",07/01/2015,"NHRE18 boiler job number 659879/",Housing Services
PO00032702,DAVID MILES & PARTNERS,"8,900.00",08/01/2015,Wentworth House - for M&E services full design duties up to tender stage as per quote ref X3804/L002/cw/RBG,Capital Housing Revenue Acc
PO00032703,15BILLION,"39,000.00",08/01/2015,"Contract ID 054751 - CCIS software system used by the YSS. quarterly charges of 9750 exc vat",Childrens Services
PO00032757,PAYE STONEWORK & RESTORATION LTD,"31,725.00",12/01/2015,carry out specialist cleaning and repair to 12 war memorial sites as per your letter quote dated 19.12.14. ,Planned Maintenance
PO00032758,ASRA GREATER LONDON HOUSING ASSOCIATION,"13,722.59",12/01/2015,housing related support 2013/14 amardeep court,Adult and Older People
PO00032759,ASRA GREATER LONDON HOUSING ASSOCIATION,"12,907.41",12/01/2015,"housing related support 2013/14",Adult and Older People
PO00032760,ASRA GREATER LONDON HOUSING ASSOCIATION,"13,722.59",12/01/2015,"housing related support 2014/15 amardeep Court",Adult and Older People
PO00032761,ASRA GREATER LONDON HOUSING ASSOCIATION,"12,907.41",12/01/2015,"housing related support 2014/15 amar Court",Adult and Older People
PO00032762,SELCHP,"499,999.80",12/01/2015,"Selchp Monthly Waste Disposal for Dec 14 Invoice No W08374",Comm Safety and Environment
PO00032763,UK LASER SUPPLIES LTD,"1,780.20",12/01/2015,DRES Ref: 2970 IBM InfoPrint 1560 toner,Regeneration Enterprise and Sk
PO00032763,UK LASER SUPPLIES LTD,"2,558.00",12/01/2015,Black Toner IBM 1585,Regeneration Enterprise and Sk
PO00032763,UK LASER SUPPLIES LTD,"3,100.20",12/01/2015,IBM Infoprint 1567 Black Toner,Regeneration Enterprise and Sk
PO00032763,UK LASER SUPPLIES LTD,"4,526.80",12/01/2015,IBM Cyan toner,Regeneration Enterprise and Sk
PO00032763,UK LASER SUPPLIES LTD,"4,526.80",12/01/2015,ibm infoprint 1567 magenta toner,Regeneration Enterprise and Sk
PO00032763,UK LASER SUPPLIES LTD,"4,526.80",12/01/2015,"ibm infoprint 1567 yellow toner",Regeneration Enterprise and Sk
PO00032764,SIMPLY HIRE LTD,"17,905.00",12/01/2015,for the hire of portable toilets and equipment for the Tall Ships Regatta 2014.  ,Chief Executives
PO00032765,WOLSELEY UK LTD (VARIOUS SUPPLIES),"5,000.00",12/01/2015,"Management Fee December 2014. Invoice No 18757532 Contract ID 020268",Chief Executives
PO00032766,FACE RECORDING AND MEASUREMENT SYSTEMS L,"9,593.00",12/01/2015,"Contract ID 054755 - Licence for core assessment package and maintenance  Annual Renewal of Licence  12/03/2015 - 12/03/2016",Adult and Older People
PO00032767,OCOBASE LTD,"7,179.75",12/01/2015,"quarterly rent and insurance premium for 743-745 Sidcup Road, Eltham",Housing Services HRA
PO00032768,ELEMENT ROOFING CO LTD,"19,610.00",12/01/2015,"128 Westcombe Hill - to replace the roof, pointing to flank elevation of velux windows",Housing Services HRA
PO00032770,PRECISION PRINT MANAGEMENT LTD,"7,548.00",12/01/2015,"Specialist printing for EPP including Manuals and artwork",Adult and Older People
PO00032777,NORTHGATE INFORMATION SOLUTIONS UK LTD,"6,333.33",13/01/2015,"Integrated Housing Management System  Northgate Self Service - Housing Options Checker Module. 
A4 Req dated 2.1.15",Housing Services HRA
PO00032778,EXTERION MEDIA  ( UK ) LTD,"23,438.00",13/01/2015,"Advertising on buses to promote the Councils Domestic Violence Campaign",Comm Safety and Environment
PO00032779,SOUTH EAST LONDON CHAMBER OF COMMERCE,"10,000.00",13/01/2015,"Contract ID 054510 - SOuth East London Chamber of COmmerce- Service Level Agreement Chamber Funding- 3 Year Funding Agreement: Year 2 (2014/2015) annual amount of 5,000 excl  vat  015/2016) annual total amount of 5,000 excl vat",Regeneration Enterprise and Sk
PO00032785,SOUTH OF ENGLAND FOUNDATION,"305,676.00",13/01/2015,"contract id 047774 payment for Q4 greenwich youth service 2636011 payment for Q4 greenwich disabled youth service 42075",Childrens Services
PO00032835,CALDER INSULATIONS LIMITED (JR FOWLER A/,"13,860.00",15/01/2015,"Aberford Gardens/Garages - to remove and dispose of asbestos cement roof sheets from 34 garages, including covering felt sheet. price for work to be carried out on described asbestos material 13860",Capital Housing Revenue Acc
PO00032839,CAROUSEL RIDES LTD,"9,100.00",15/01/2015,"For the supply of Crousel & Swing Boats for the Tall Ships Event 2014 - ",Chief Executives
PO00032840,HYDE HOUSING ASSOCIATION,"36,818.00",15/01/2015,"Contract ID 054789 - Hyde Housing Agreement Provision of accomodation for adults with learning disabilities - Rental Charges Elliscombe Road",Adult and Older People
PO00032840,HYDE HOUSING ASSOCIATION,"28,571.00",15/01/2015,"Charlton Lane ",Adult and Older People
PO00032841,HYDE HOUSING ASSOCIATION LTD,"35,170.90",15/01/2015,"Contract ID 054789 - Hyde Housing Agreement Provision of Accomodation for adults with learning disabilities - Management / Service Services The Village",Adult and Older People
PO00032841,HYDE HOUSING ASSOCIATION LTD,"16,003.00",15/01/2015,"167 Lodge Hill",Adult and Older People
PO00032841,HYDE HOUSING ASSOCIATION LTD,"16,003.00",15/01/2015,"169 Lodge Hill",Adult and Older People
PO00032841,HYDE HOUSING ASSOCIATION LTD,"25,527.00",15/01/2015,"Royal Hill",Adult and Older People
PO00032849,BYTES SOFTWARE SERVICES LTD,"1,633,703.84",15/01/2015,"Microsoft licences From 1.2.2015 to 31.1.2018 
RP03683",Chief Executives
PO00032856,CIVICA UK LIMITED,"8,000.00",16/01/2015,"CCN18 to Civica Contract To switch from premium rate ATP 0845 number to Local rate ATP number 0300 from 1.2.15 to 31.1.16 @ 7250.00 per annum plus one off implementation cost of 750.00",Chief Executives
PO00032882,UNIQUE OFFICE SOLUTIONS LIMITED,"1,525.00",19/01/2015,DRES Ref: 3094 - 8 person back to back bench - 4800x1600 white/silver,Childrens Services
PO00032882,UNIQUE OFFICE SOLUTIONS LIMITED,"1,624.00",19/01/2015,Joy mesh back chairs Black - woolwich centre spec ,Childrens Services
PO00032882,UNIQUE OFFICE SOLUTIONS LIMITED,"1,184.00",19/01/2015,M2 monitor arms silver ,Childrens Services
PO00032882,UNIQUE OFFICE SOLUTIONS LIMITED,541.80,19/01/2015,"MySpace 4 door locker with bottom pull out drawer, post slots and sloping top in traffic white",Childrens Services
PO00032882,UNIQUE OFFICE SOLUTIONS LIMITED,541.80,19/01/2015,"MySpace 4 door locker with bottom pull out drawer, post slots and sloping top in traffic white",Regeneration Enterprise and Sk
PO00032886,QUAGGY DEVELOPMENT TRUST GWCC,"201,307.50",19/01/2015,"contract id 053772 - quaggy childrens centre contract installment two 1.1.15 to 31.3.15 area west",Childrens Services
PO00032888,HOME-START GREENWICH,"335,694.00",19/01/2015,"contract id 053771 -  home start greenwich contract installment two 1.1.15 to 31.3.15 area A",Childrens Services
PO00032910,OFFICE DEPOT UK LIMITED,939.70,19/01/2015,HP LASERJET 5500 MAGENTA CART - C9733A,Regeneration Enterprise and Sk
PO00032910,OFFICE DEPOT UK LIMITED,939.70,19/01/2015,HP LASERJET 5500 YELLOW CART - C9732AHP,Regeneration Enterprise and Sk
PO00032910,OFFICE DEPOT UK LIMITED,"1,737.10",19/01/2015,TONER CARTRIDGE YELLOW HP CE272A,Regeneration Enterprise and Sk
PO00032910,OFFICE DEPOT UK LIMITED,"1,737.10",19/01/2015,TONER CARTRIDGE MAGENTA HP CE273A,Regeneration Enterprise and Sk
PO00032910,OFFICE DEPOT UK LIMITED,"1,737.10",19/01/2015,TONER CARTRIDGE CYAN HP CE271A,Regeneration Enterprise and Sk
PO00032910,OFFICE DEPOT UK LIMITED,"1,069.00",19/01/2015,TONER CARTRIDGE BLACK HP CE270A,Regeneration Enterprise and Sk
PO00032910,OFFICE DEPOT UK LIMITED,654.95,19/01/2015,HP LASERJET 4600 CYAN TONER C9721A,Regeneration Enterprise and Sk
PO00032910,OFFICE DEPOT UK LIMITED,654.95,19/01/2015,HP LASERJET 4600 YELLOW TONER C9722A,Regeneration Enterprise and Sk
PO00032911,OFFICE DEPOT UK LIMITED,654.95,19/01/2015,HP LASERJET 4600 MAGENTA TONER C9723A,Regeneration Enterprise and Sk
PO00032911,OFFICE DEPOT UK LIMITED,505.45,19/01/2015,HPLASER 4600 BLACK TONER C9720A,Regeneration Enterprise and Sk
PO00032911,OFFICE DEPOT UK LIMITED,925.80,19/01/2015,CARTR TONER YELLOW HP CE402A,Regeneration Enterprise and Sk
PO00032911,OFFICE DEPOT UK LIMITED,925.80,19/01/2015,CARTR TONER CYAN HP CE401A,Regeneration Enterprise and Sk
PO00032911,OFFICE DEPOT UK LIMITED,925.80,19/01/2015,CARTR TONER MAGENTA HP CE403A,Regeneration Enterprise and Sk
PO00032911,OFFICE DEPOT UK LIMITED,639.50,19/01/2015,TONER BLACK HP 507A CE400A,Regeneration Enterprise and Sk
PO00032911,OFFICE DEPOT UK LIMITED,511.75,19/01/2015,HP LASER 5000 TONER C4129X BK,Regeneration Enterprise and Sk
PO00032954,GREENWICH ACTION FOR VOLUNTARY SERVICES,"8,750.00",21/01/2015,"payment for Q2 - GAVS CYP project development officer post raised pending report",Childrens Services
PO00032958,GREENWICH ACTION FOR VOLUNTARY SERVICES,"8,750.00",21/01/2015,"payment for Q3 - GAVS CYP project development officer post raised pending report",Childrens Services
PO00032972,PENNA PLC,"80,000.00",21/01/2015,"Contract ID 054842 - Appointment of Interim Head of Performance and Interim AD",Regeneration Enterprise and Sk
PO00032973,PENNA PLC,"67,200.00",21/01/2015,"Contract ID 054842 - Appointment of Interim Head of Performance and Interim AD",Regeneration Enterprise and Sk
PO00032980,SWEETT (UK) LTD,"24,406.17",22/01/2015,Cutty Sark Gardens - further to PO00030872. please extend existing order ,Other General Fund
PO00032989,ADVANCED HEALTH & CARE LTD,"20,781.00",22/01/2015,"contract id 050929 -  continuation of the current schduling and monitoring service being supplied by advanced health to the reablement service.",Adult and Older People
PO00032991,OCE FINANCE,"7,888.23",22/01/2015,"For the rental of various equipment for the print section - period from 01/10/2014 to 01/01/2015",Chief Executives
PO00032992,P & R INSTALLATION CO LTD,"600,000.00",22/01/2015,"Contract ID 053436 - Borough Wide TPC Occupied Properties - 2014/15 Sum comprimises two parts; a) Unspent allocation of 300,000 of the contract with other service provider MNM  ices Ltd. b) Expenditure of 300,000 unallocated funds reserved for latter period of contract. All as Chief Officers reports dated 14/4/2014 and 23/12/2014.",Housing Services
PO00032993,MASHER BROTHERS LTD,"250,000.00",22/01/2015,"Contract ID 053438 - Borough Wide TPC Occupied Properties - 2014/15 Variation of existing order under SO 28.1. Unspent allocation of 250,000 of the contract with other service provider MNM Services Ltd. All as Chief Officer`s reports dated 14/4/2014 and 23/12/2014",Housing Services
PO00033010,KELWAY LIMITED,"9,400.04",22/01/2015,"2 x 21-ACXS Poweredge R630 Server @ 4,700.02 each as per quote SQU1925373v2",Chief Executives
PO00033030,JB SPECIALIST REFURBISHMENTS LIMITED,"65,755.78",23/01/2015,"contract id 054830 -   Orchard Estate Refurbishment additional funding - original PO00024481",Capital Housing Revenue Acc
PO00033032,UNIQUE OFFICE SOLUTIONS LIMITED,"1,525.00",23/01/2015,8 person back to back bench - 4800x1600 ,Chief Executives
PO00033032,UNIQUE OFFICE SOLUTIONS LIMITED,"1,624.00",23/01/2015,Joy mesh back chairs Black - woolwich centre spec ,Chief Executives
PO00033032,UNIQUE OFFICE SOLUTIONS LIMITED,"1,184.00",23/01/2015,M2 monitor arms silver ,Chief Executives
PO00033032,UNIQUE OFFICE SOLUTIONS LIMITED,"1,083.60",23/01/2015,"MySpace 4 door locker with bottom pull out drawer, post slots and sloping top in traffic white  required for 4th floor",Chief Executives
PO00033033,GOLDSMITHS UNIVERSITY OF LONDON,"24,840.00",23/01/2015,"provision of modules within the practice education pathway for social workers. module one x 13 places @540 per place module two x 19 places @540 modules (double module) three/four x 8 places @540 per place  modules five/six (double module) x 6 places @540 per place",Chief Executives
PO00033035,GOLDSMITHS UNIVERSITY OF LONDON,"5,940.00",23/01/2015,"provision of modules within the practice education pathway for social workers. module one x 4 places @540 per place module two x 2 places @540 modules (double module) five/six (double module) x 5 places @540 per place",Chief Executives
PO00033036,UNIVERSITY OF GREENWICH,"6,250.00",23/01/2015,"social work training secondment: university training prgramme fees sponsored by the AOPS. the programme is for 2 years @3125 per year. 2014/15 and 2015/16",Chief Executives
PO00033037,GLOBAL SOLUTION SERVICES (UK) LTD,"27,000.00",23/01/2015,"contract id 048988 -   financial years to which expenditure relates: 2014/15 and 2015/16 -  Training procurement: delivery of minimum 150 beneficiaries between nov 2014 and june 2015 for Greenwich families programme confidence building. interview techniques and debt mangement training as specified in call in tender issed 10.10.14 order number GFP001.",Regeneration Enterprise and Sk
PO00033039,LOGICALIS UK LIMITED,"405,005.50",23/01/2015,"contract id 016907 -  provision of LUK IPT management service for period 1.1.15 to 31.12.15 finance charge and managed service charge for CCN36 IPT invoiced quarterly",Chief Executives
PO00033041,TBS ADAPTATIONS LIMITED,"50,000.00",23/01/2015,"contract id 048019 -  Various Royal Greenwich Borough Residents - extra to repair adaptations to various Royal Borough Residents to contract number 2579.  oold purchase order nunber PO00026942",Capital Housing Revenue Acc
PO00033042,AIRQUEE LIMITED,"2,165.00",23/01/2015,"Arches Leisure Centre, 80 Trafalgar Road, Greenwich, SE10 9UX - bouncy castle",Modernisation
PO00033042,AIRQUEE LIMITED,"4,020.00",23/01/2015,"pool fun inflatable",Modernisation
PO00033043,WDR LIMITED,"25,004.88",23/01/2015,"Contract ID 048343 -  October 2014 spend & save invoice Royal Borough of Greenwich Training as per approved Spend & Save Schedule Espo 0383 Framework - Invoice No RBG/0016015 ",Chief Executives
PO00033043,WDR LIMITED,"4,013.63",23/01/2015,"Contract ID 048343 -  October 2014 spend & save invoice Royal Borough of Greenwich Training as per approved Spend & Save Schedule Espo 0383 Framework - Invoice No RBG/0016015 ",Chief Executives
PO00033043,WDR LIMITED,15.00,23/01/2015,"Contract ID 048343 - October 2014 spend & save invoice Royal Borough of Greenwich Training as per approved Spend & Save Schedule Espo 0383 Framework - Invoice No RBG/0016015 ",Chief Executives
PO00033046,POLLARD THOMAS EDWARDS LLP,"100,000.00",23/01/2015,"contract id 054507 -  commission third partysite surveys and investigations at the discretion of RBG, as required up to a total of 100,000 described in report CON 5452  surveys to include but not limited to : topographic, transport, environmental, aboricultural, archaeological, BREEAM, acoustic, ecological, daylight, air quality, ground investigation, flood, utility, fire strategy, party wall, planning and access",Modernisation
PO00033047,J P LENNARD LIMITED,153.11,23/01/2015,Activebench (1.8m - red),Modernisation
PO00033047,J P LENNARD LIMITED,153.11,23/01/2015,Activebench (1.8m - green),Modernisation
PO00033047,J P LENNARD LIMITED,153.11,23/01/2015,Activebench (1.8m - blue),Modernisation
PO00033047,J P LENNARD LIMITED,153.11,23/01/2015,Activebench (1.8m - yellow),Modernisation
PO00033047,J P LENNARD LIMITED,432.48,23/01/2015,Calypso Chair,Modernisation
PO00033047,J P LENNARD LIMITED,118.56,23/01/2015,Plastic Pipe (1m),Modernisation
PO00033047,J P LENNARD LIMITED,940.00,23/01/2015,Disc Blue,Modernisation
PO00033047,J P LENNARD LIMITED,19.50,23/01/2015,Rope (1m),Modernisation
PO00033047,J P LENNARD LIMITED,18.80,23/01/2015,Hook,Modernisation
PO00033047,J P LENNARD LIMITED,15.76,23/01/2015,Clamp,Modernisation
PO00033047,J P LENNARD LIMITED,68.10,23/01/2015,Floats (Size 1) Yellow,Modernisation
PO00033047,J P LENNARD LIMITED,186.20,23/01/2015,Floats (Size 2),Modernisation
PO00033047,J P LENNARD LIMITED,23.16,23/01/2015,Sinkers Fish (4 set),Modernisation
PO00033047,J P LENNARD LIMITED,20.60,23/01/2015,Sinkers Sea Horse (5 set),Modernisation
PO00033047,J P LENNARD LIMITED,21.28,23/01/2015,Balls,Modernisation
PO00033047,J P LENNARD LIMITED,48.75,23/01/2015,Pull Bouy (L),Modernisation
PO00033047,J P LENNARD LIMITED,35.25,23/01/2015,Pull Bouy (S),Modernisation
PO00033047,J P LENNARD LIMITED,66.50,23/01/2015,Back Float,Modernisation
PO00033047,J P LENNARD LIMITED,12.45,23/01/2015,Duck Float,Modernisation
PO00033047,J P LENNARD LIMITED,12.45,23/01/2015,Star Float,Modernisation
PO00033047,J P LENNARD LIMITED,12.45,23/01/2015,Hedgehog Float,Modernisation
PO00033047,J P LENNARD LIMITED,19.44,23/01/2015,Duck (4 set),Modernisation
PO00033047,J P LENNARD LIMITED,42.08,23/01/2015,Squeaky Toy,Modernisation
PO00033047,J P LENNARD LIMITED,19.14,23/01/2015,Floating Toys (4 set),Modernisation
PO00033047,J P LENNARD LIMITED,16.04,23/01/2015,Seal Flips (5 set),Modernisation
PO00033047,J P LENNARD LIMITED,29.82,23/01/2015,Diving Brick (L),Modernisation
PO00033047,J P LENNARD LIMITED,20.48,23/01/2015,Diving Brick (S),Modernisation
PO00033047,J P LENNARD LIMITED,33.92,23/01/2015,Swim Hoop,Modernisation
PO00033047,J P LENNARD LIMITED,41.04,23/01/2015,Watering Can,Modernisation
PO00033047,J P LENNARD LIMITED,17.84,23/01/2015,Floating Boat,Modernisation
PO00033047,J P LENNARD LIMITED,8.75,23/01/2015,Floating Boat,Modernisation
PO00033047,J P LENNARD LIMITED,560.50,23/01/2015,Equipment Trolley Large,Modernisation
PO00033047,J P LENNARD LIMITED,326.80,23/01/2015,Equipment Trolley Small,Modernisation
PO00033047,J P LENNARD LIMITED,36.84,23/01/2015,Large storage box,Modernisation
PO00033047,J P LENNARD LIMITED,32.07,23/01/2015,Mesh Bag Large,Modernisation
PO00033047,J P LENNARD LIMITED,326.64,23/01/2015,Fun Swim Floats,Modernisation
PO00033047,J P LENNARD LIMITED,12.03,23/01/2015,Mesh Bag Medium,Modernisation
PO00033047,J P LENNARD LIMITED,"1,147.12",23/01/2015,Shower Chair,Modernisation
PO00033047,J P LENNARD LIMITED,18.42,23/01/2015,Pool closed,Modernisation
PO00033047,J P LENNARD LIMITED,31.06,23/01/2015,METAL SIGN STAND,Modernisation
PO00033047,J P LENNARD LIMITED,42.84,23/01/2015,SWIMMING LESSONS IN PROGRESS SIGN,Modernisation
PO00033047,J P LENNARD LIMITED,64.26,23/01/2015,Clockwise,Modernisation
PO00033047,J P LENNARD LIMITED,64.26,23/01/2015,Anti Clockwise,Modernisation
PO00033047,J P LENNARD LIMITED,102.24,23/01/2015,Sign Stand,Modernisation
PO00033047,J P LENNARD LIMITED,5.22,23/01/2015,Slow Lane Lettering,Modernisation
PO00033047,J P LENNARD LIMITED,5.22,23/01/2015,Medium Lane Lettering,Modernisation
PO00033047,J P LENNARD LIMITED,5.22,23/01/2015,Fast Lane Lettering,Modernisation
PO00033047,J P LENNARD LIMITED,42.84,23/01/2015,Deep End,Modernisation
PO00033047,J P LENNARD LIMITED,42.84,23/01/2015,Shallow End,Modernisation
PO00033047,J P LENNARD LIMITED,42.84,23/01/2015,NO non swimmers beyond,Modernisation
PO00033047,J P LENNARD LIMITED,42.84,23/01/2015,No Diving,Modernisation
PO00033047,J P LENNARD LIMITED,"2,181.88",23/01/2015,Scrubber Dryer,Modernisation
PO00033047,J P LENNARD LIMITED,119.70,23/01/2015,Boiler Suit - medium,Modernisation
PO00033047,J P LENNARD LIMITED,199.50,23/01/2015,Boiler Suit - Large,Modernisation
PO00033047,J P LENNARD LIMITED,13.86,23/01/2015,Boots - Safety Wellington,Modernisation
PO00033047,J P LENNARD LIMITED,41.58,23/01/2015,Boots - Safety Wellington,Modernisation
PO00033047,J P LENNARD LIMITED,41.58,23/01/2015,Boots - Safety Wellington,Modernisation
PO00033047,J P LENNARD LIMITED,13.86,23/01/2015,Boots - Safety Wellington,Modernisation
PO00033047,J P LENNARD LIMITED,42.74,23/01/2015,Gloves,Modernisation
PO00033047,J P LENNARD LIMITED,45.30,23/01/2015,Goggles,Modernisation
PO00033047,J P LENNARD LIMITED,186.88,23/01/2015,Mask,Modernisation
PO00033047,J P LENNARD LIMITED,22.99,23/01/2015,Mask - Recs,Modernisation
PO00033047,J P LENNARD LIMITED,147.36,23/01/2015,"Large storage box",Modernisation
PO00033049,BAYLIS LANDSCAPE CONTRACTORS LIMITED,"5,561.40",23/01/2015,"Nursery Playground Area, James Wolfe School - carry out works to install softplaysurfacing",Planned Maintenance
PO00033051,LAWSON & PARTNERS LLP,"16,853.38",23/01/2015,"Contract ID 048758 - Thistlebrook Land and Building Lease Insurance Recharge 31/01/2015 - 12/01/2016 Insurance - Annual Renewal ",Regeneration Enterprise and Sk
PO00033052,UNDERCOVER EVENTS LTD,"8,674.00",23/01/2015,for the hire of various equipment for Woolwich Winter Warmer 6.12.14,Chief Executives
PO00033053,HAGS- SMP LIMITED,"19,300.00",23/01/2015,"Barnfield Estate - Phase 1 Barnfield Estate - goal ends to ball court",Housing Services HRA
PO00033054,UK LASER SUPPLIES LTD,"1,812.40",23/01/2015,IBM InfoPrint 1560 toner ,Regeneration Enterprise and Sk
PO00033054,UK LASER SUPPLIES LTD,"1,570.00",23/01/2015,IBM InfoPrint 1560 PC unit,Regeneration Enterprise and Sk
PO00033054,UK LASER SUPPLIES LTD,316.30,23/01/2015,ibm infoprint 1560 staples,Regeneration Enterprise and Sk
PO00033054,UK LASER SUPPLIES LTD,775.20,23/01/2015,IBM Infoprint 1567 Black Toner,Regeneration Enterprise and Sk
PO00033054,UK LASER SUPPLIES LTD,"1,131.70",23/01/2015,ibm infoprint 1567 magenta toner,Regeneration Enterprise and Sk
PO00033054,UK LASER SUPPLIES LTD,"1,065.00",23/01/2015,"HP Laserjet M9040 (HP Laserjet 9000)",Regeneration Enterprise and Sk
PO00033055,GREATER LONDON AUTHORITY,"39,375.00",23/01/2015,"additional a mount, agreed to the continued use of the seaside and country home lettings, service provided until March 2016",Housing Services HRA
