Reference Number,Supplier Name,Value,Purchase Order Date,Description of Goods or Services,Local Authority Department
PO00028439,LAKEHOUSE CONTRACTS LTD,592710.04,04/07/2014,"Deansfield Primary School - carry out works as per tender. works relate to replacement roof coverings and windows, repairs and external decoration to Foundation and Dairsie blocks
",Planned Maintenance
PO00028440,SAUTER AUTOMATION LIMITED,9420,04/07/2014,Undertake planned maintenance at the Woolwich Centre,Regeneration Enterprise and Sk
PO00028441,DANNY FRIEDMAN T/A COBWEB CONSULTING,53000,04/07/2014,Primary field research into private rented sector across South East London,Housing Services
PO00028442,CRI,1316920,04/07/2014,"Recovery based prescribing drug and alcohol service delivered by CRI Aspire
",Adult and Older People
PO00028443,CAPITA IT SERVICES (BSF) LIMITED,1269595,04/07/2014,"Provision of ICT Services to BSF Schools:
",Regeneration Enterprise and Sk
PO00028444,CRI,599876,04/07/2014,"Greenwich - Reducing reoffending service delivered by CRI DIP
",Adult and Older People
PO00028445,LIFELINE PROJECT LTD,538010,04/07/2014,"Drug and alcohol short-term interventions service provided by Lifeline
",Adult and Older People
PO00028446,WOLSELEY UK LTD (VARIOUS SUPPLIES),5000,04/07/2014,Management Fee ,Chief Executives
PO00028447,UK LASER SUPPLIES LTD,379.56,04/07/2014,ibm infoprint 1560 staples,Regeneration Enterprise and Sk
PO00028447,UK LASER SUPPLIES LTD,2746.1,04/07/2014,ibm 1585 maintenance kit,Regeneration Enterprise and Sk
PO00028447,UK LASER SUPPLIES LTD,1323.72,04/07/2014,IBM InfoPrint 1532 toner,Regeneration Enterprise and Sk
PO00028447,UK LASER SUPPLIES LTD,1781.2,04/07/2014,IBM InfoPrint 1560 toner,Regeneration Enterprise and Sk
PO00028447,UK LASER SUPPLIES LTD,1150.3,04/07/2014,Photo conductor Unit for IBM 1585,Regeneration Enterprise and Sk
PO00028447,UK LASER SUPPLIES LTD,2559,04/07/2014,Black Toner IBM 1585,Regeneration Enterprise and Sk
PO00028448,TOWER HAMLETS SUMMER EDUCATION LIMITED,45000,04/07/2014,"Greenwich Summer Programme
2nd Instalment - Q2 July - September 201",Childrens Services
PO00028449,IBM UNITED KINGDOM LIMITED,39599.36,04/07/2014,HR and payroll IBM support and maintenance ,Chief Executives
PO00028450,SOUTHWARK DIOCESAN WELCARE,20500,04/07/2014,"Payment for Quarter 1 (April- June 2014)
Family Support Service
",Childrens Services
PO00028451,NORTHGATE INFORMATION SOLUTIONS UK LTD,14044,04/07/2014,Works undertaken under Desktop Services support Contract,Chief Executives
PO00028452,DARTFORD METALCRAFTS,8200,04/07/2014,Chaute Hoppers various properties,Capital Housing Revenue Acc
PO00028453,WDR LIMITED,1837.5,04/07/2014,"Royal Borough of Greenwich Training as per approved Spend & Save Schedule.
",Chief Executives
PO00028453,WDR LIMITED,10598.6,04/07/2014,"Royal Borough of Greenwich Training as per approved Spend & Save Schedule.
",Chief Executives
PO00028454,CLEAR CHANNEL UK LTD,6999,04/07/2014,To Provide advertising space for DV campaign via ADSHEL,Comm Safety and Environment
PO00028457,PROLOJIK LIMITED,7150,04/07/2014,"Woolwich Centre - Maintenance of Lighting Control System for the Woolwich Centre, one year contract.
",Regeneration Enterprise and Sk
PO00028458,ALFRED BAGNALL & SONS ( RESTORATION ) LT,27798.56,04/07/2014,Concrete repairs and associated works Woolwich Common Ward,Capital Housing Revenue Acc
PO00028459,ACCURATE ROOFING  (UK) LTD,163569.6,04/07/2014,Roof replacement and ancilliary works to page estate,Capital Housing Revenue Acc
PO00028460,EIGHT ASSOCIATES LTD,9190,04/07/2014,BREEAM assessor to support Wickham Lane SEN redevelopment project including BRE fees, Capital Modernisation
PO00028462,LIBERTY SERVICES,5025,04/07/2014,Hold in stock at Libertys for call off security books and invoices,Regeneration Enterprise and Sk
PO00028464,AJR ECO LTD,5528.12,04/07/2014,"
Remove old water tanks and replace with new GRP tanks as per quote/SOR
",Housing Services HRA
PO00028466,AJR ECO LTD,5241.34,04/07/2014,"
Remove old water tanks and replace with new GRP tanks as per quote/SOR
",Housing Services HRA
PO00028467,AJR ECO LTD,9741.9,04/07/2014,"
Remove old water tanks and replace with new GRP tanks as per quote/SOR
",Housing Services HRA
PO00028468,AJR ECO LTD,5241.34,04/07/2014,"
Remove old water tanks and replace with new GRP tanks as per quote/SOR
",Housing Services HRA
PO00028469,AJR ECO LTD,9741.9,04/07/2014,"
Remove old water tanks and replace with new GRP tanks as per quote/SOR
",Housing Services HRA
PO00028505,WOLSELEY UK LTD (VARIOUS SUPPLIES),239215.26,08/07/2014,"Consolidated Invoice for June 2014 trading
",Corporate Contracts
PO00028506,WOLSELEY UK LTD (VARIOUS SUPPLIES),222252.84,08/07/2014,Consolidated Invoice for May 2014 Trading      ,Corporate Contracts
PO00028507,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,106336.05,08/07/2014,"Quarterly Rent in advance from 24/06/2014 - 28/09/2014 
6 Mitre Passage 
Greenwich - Office& 11th Floor
",Regeneration Enterprise and Sk
PO00028507,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,106336.05,08/07/2014,"Quarterly Rent in advance from 24/06/2014 - 28/09/2014 
6 Mitre Passage 
Greenwich - Offics 10th Floor
",Regeneration Enterprise and Sk
PO00028508,PHB CONSTRUCTION LTD,9618,08/07/2014,"To carry out cleaning and refurbishment to Andrew Gibb Memorial, Blackheth Memorial",Chief Executives
PO00028509,KCA (UK),77988.5,08/07/2014,"Greenwich Children & Young People`s Substance Misuse Service
",Childrens Services
PO00028510,BABCOCK EDUCATION AND SKILLS LTD (INF),30000,08/07/2014,"Project Management - Greenwich BSF Peninsula Project
", Capital Modernisation
PO00028511,OXLEAS NHS FOUNDATION TRUST,23000,08/07/2014,There are Royal Greenwich employed social work staff based within the oxleas NHS Service. Royal Greenwich is responsible for providing their essential training. ,Chief Executives
PO00028512,FENSCAPES LTD,12350.48,08/07/2014,"Fence Works
",Housing Services HRA
PO00028526,GRAHAM HOLMES ASTRASEAL LIMITED,9241.65,08/07/2014,"618 Sidcup Road, Eltham, SE9 3AN - to remove existing windows and frames and supply, fix, glaze and mastic point replacement PVC windows to property.
",Housing Services HRA
PO00028552,MIDLAND HR,4135.82,09/07/2014,Business objects x 5 licences ,Chief Executives
PO00028552,MIDLAND HR,204065.22,09/07/2014,contract charges for remainder of Midland HR contract software/hardware licence and maintenance costs ,Chief Executives
PO00028552,MIDLAND HR,2100,09/07/2014,Payroll system P11d`s softaware contract costs,Chief Executives
PO00028552,MIDLAND HR,200000,09/07/2014,Payroll system contract hosting costs,Chief Executives
PO00028552,MIDLAND HR,61500,09/07/2014,BT IP clear line ,Chief Executives
PO00028553,TRANS EUROPEAN TECHNOLOGY,39720,09/07/2014,Scanmail for Ms Exchange Suite Licences,Chief Executives
PO00028554,J B RINEY & CO LTD,500000,09/07/2014,Order to cover final payments and retention for Contract.,Regeneration Enterprise Skills
PO00028555,DARTFORD METALCRAFTS,7900,09/07/2014,Chaute Hoppers various properties,Capital Housing Revenue Acc
PO00028589,MANSE MASTERDOR LTD,6911.76,11/07/2014,"Capital Works PPC - East Area - Year 1 Phases 1, 2, 3 & 4
",Housing Services
PO00028590,ENVIRO TECHNOLOGY SERVICES PLC,53034,11/07/2014,To supply Equipment Support Services (ESU) for 10 Air Quality Monitoring Stations. ,Comm Safety and Environment
PO00028591,ACTION DRY EMERGENCY SERVICES LTD,6751.6,11/07/2014,Works undertaken on property in Eltham,Housing Services HRA
PO00028592,SPIRUL LTD,15700,11/07/2014,"Appointment os Spirul for the delivery of the Economic Impact Assessment of the Royal Greenwich Festivals and Tall Ships events.
",Chief Executives
PO00028595,PARSONS BRINCKERHOFF LTD,36226,11/07/2014,Parsons Brinkerhoff have been contracted to produce an Energy Masterplan for the borough.,Regeneration Enterprise and Sk
PO00028596,ALLPAY NET LIMITED,3271.88,11/07/2014,Payment of services under Contract,Chief Executives
PO00028596,ALLPAY NET LIMITED,7829.01,11/07/2014,Payment of services under Contract,Chief Executives
PO00028603,ALLPAY NET LIMITED,594.01,11/07/2014,Payment of services under Contract,Housing Services HRA
PO00028603,ALLPAY NET LIMITED,9603.68,11/07/2014,Payment of services under Contract,Housing Services HRA
PO00028614,PROSPECTS SERVICES LTD,50000,11/07/2014,"Fee july 2014 - august 2014
",Childrens Services
PO00028616,WATES LIVING SPACE(MAINTENANCE) LTD,243876.51,11/07/2014,"emergency services provided under the dangerous structures consortium. Maribor House, Burney Street, attendance on site to make block of flats safe following concrete slabs falling from the roof. including erection of scaffolding
",Recoverable Works
PO00028631,SOUTHPARK HEATING SERVICES LIMITED,172651.61,11/07/2014,"Heronsgate School - Boiler Replacement 
",Planned Maintenance
PO00028632,GEM ENVIRONMENTAL BUILDING SERVICES LTD,78964,11/07/2014,"Alderwood School - Replacement of Hot Water Service. 
Replacement of hot water pipework at the above school, in accordance with tender",Planned Maintenance
PO00028633,THE KEY SAFE COMPANY,12964.1,11/07/2014,supply 250 x C500 keysafes over 5 separate orders of 50 each,Housing Services
PO00028634,TINDALL DAVIES LLP,25000,11/07/2014,"Forensic Quantity Surveying support to Asset Management
",Housing Services HRA
PO00028636,ARCADIA FLOORING LLP,6424,11/07/2014,"Newhaven PRU, Newhaven Gardens.

Carry out renewal of floor coverings to rooms 18-117 & 119, as per your quotation",Planned Maintenance
PO00028637,AF STARR BUILDING CONTRACTORS,7952,11/07/2014,Building Works as per specification,Planned Maintenance
PO00028638,URS INFRASTRUCTURE & ENVIRONMENT UK LIMI,8998.83,11/07/2014,"to undertake scoping and project mangement of the orginary watercourses within the Royal Borough in partnership with JBA consulting
",Regeneration Enterprise and Sk
PO00028639,MOUCHEL LTD,53700,11/07/2014,"appointment of Architect led design team under LCP framework mini tender to support DCE Kings Park SEN refurbishment project
", Capital Modernisation
PO00028640,CALDER INSULATIONS LIMITED (JR FOWLER A/,7360,11/07/2014,Asbestos removal of partition walls from Reception class  in a school,Comm Safety and Environment
PO00028658,LOGICALIS UK LIMITED,13483.32,14/07/2014,"Supply & install SHDSL Service via the Greenwich Exchange at Ann Stroud Court, SE18 and 112 Eltham Road, SE18 8UG.
",Adult and Older People
PO00028660,SSI SCHAEFER LTD,10170,14/07/2014,"Refuse and Recycling Products 
",Comm Safety and Environment
PO00028665,SSI SCHAEFER LTD,11346,14/07/2014,"Refuse and Recycling Products 
",Comm Safety and Environment
PO00028666,SSI SCHAEFER LTD,5355,14/07/2014,"Refuse and Recycling Products 
",Comm Safety and Environment
PO00028669,EGBERT H TAYLOR & COMPANY,14040.18,14/07/2014,"Refuse and Recycling Products 
",Comm Safety and Environment
PO00028673,SSI SCHAEFER LTD,11346,14/07/2014,"Refuse and Recycling Products 
",Comm Safety and Environment
PO00028687,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,21475.66,14/07/2014,Quarterly service charge in advance 24.6.14 - 28.9.14 6 Mitre Passage floor 11,Regeneration Enterprise and Sk
PO00028687,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,21475.66,14/07/2014,Quarterly service charge in advance 24.6.14 - 28.9.14 6 Mitre Passage floor 10,Regeneration Enterprise and Sk
PO00028688,DURABLE CONTRACTS LTD,132116,14/07/2014,"Units 1 + 2 Thistlebrook Ind Est - carry out wporks as per tender folio.
Works relate to over cladding of existing asbestos roof covering and associated repairs.
",Planned Maintenance
PO00028689,PELLINGS LLP,8600,14/07/2014,"Feasibility Study as per quote in relation to Industrial Estate Development Project. 
",Regeneration Enterprise and Sk
PO00028691,JADU LIMITED,5200,15/07/2014,Web Pay Project,Chief Executives
PO00028730,TRANSPORT FOR LONDON,63255.01,16/07/2014,Works on 16/335 millenium way dual c/w Toucan Crossing and 16/336 millenium way slip road Toucan Crossing , Capital Modernisation
PO00028778,CITY HEIGHTS(LONDON)LTD P WALKER A-F,5200,18/07/2014,"Thistlebrook Unit 2 - Demolition works
",Housing Services
PO00028784,GREENWICH COMMUNITY COLLEGE,70000,18/07/2014,"The delivery of a Wider Family Learning Programme between 1st August 2014 and 31st July 2015 as specified in the Mini Competition call-in with a minimum of 80 unique learners.
",Regeneration Enterprise and Sk
PO00028785,GREENWICH COMMUNITY COLLEGE,10000,18/07/2014,"The delivery of Contruction Programme between 1st August 2014 and 31st July 2015 as specified in the Mini Competition call-in with a minimum of 30 unique learners.
",Regeneration Enterprise and Sk
PO00028786,GREENWICH COMMUNITY COLLEGE,800000,18/07/2014,"The delivery of Community Learning Programme between 1st August 2014 and 31st July 2015 as specified in the Mini Competition call-in with a minimum of 2,850 unique learners.
",Regeneration Enterprise and Sk
PO00028787,GREENWICH COMMUNITY COLLEGE,100000,18/07/2014,The delivery of Community Engagement and independant living (LDD) Programme between 1st August 2014 and 31st July 2015 as specified in the Mini Competition call-in with a minimum of 100 unique learners.,Regeneration Enterprise and Sk
PO00028788,GREENWICH COMMUNITY COLLEGE,30000,18/07/2014,"The delivery of Catering Programme between 1st August 2014 and 31st July 2015 as specified in the Mini Competition call-in with a minimum of 108 unique learners.
",Regeneration Enterprise and Sk
PO00028789,TOPCOAT CONSTRUCTION LTD,37582.16,18/07/2014,"Building fabric repairs (Term contract)
",Regeneration Enterprise Skills
PO00028792,POLLOCK LIFTS,50000,18/07/2014,"To provide through floor lifts to RBG tenants 
",Capital Housing Revenue Acc
PO00028795,AP WILLIAMSON CONSULTANTS LTD,9000,18/07/2014,"Plumstead Manor School - provision of oversight and qualtiy control in respect of roof repair works @ Plumstead Manor School, site visits during construction work including photographic inspection and site repairs.
",Planned Maintenance
PO00028796,LOGICALIS UK LIMITED,16023.04,22/08/2014,"Provide Meraki in Committee Rooms and Chamber
",Capital Other General Fund
PO00028798,LOGICALIS UK LIMITED,14072.84,18/07/2014,"build and configure a clustered production implementation of TMG, mananged service for each server until 31/12/15
",Chief Executives
PO00028800,PHB CONSTRUCTION LTD,6771,18/07/2014,"to carry out basic cleaning of war memorials including: Eltham Church Memorial, St John Memorial, St Peters Memorial, Boer War Memorial, Shooters Hill Shelter, charlton Memorial and West Parkside
",Chief Executives
PO00028802,JP CONTRACTORS,30602.4,18/07/2014,"Eltham Hill School - to carry out works as per quote to carry out flood damage remedial works.
",Regeneration Enterprise and Sk
PO00028803,KEYRING LIVING SUPPORT NETWORKS,54553.13,18/07/2014,"contract for housing support via a floating support service for 18 clients with learning disabilities
",Adult and Older People
PO00028804,CHOICE SUPPORT,77340.75,18/07/2014,"Contract to deliver housing support via a floating support service to 17 clients with learning disabilities
",Adult and Older People
PO00028805,FAMILY MOSAIC HOUSING,22164.45,18/07/2014,"contract to deliver housing support for 5 clients with learning disabilities
",Adult and Older People
PO00028811,CAPITAL ROOFING CO LIMITED,18326,18/07/2014,"To supply and erect `crash deck` internally.
To carry out replacement lantern light works repairs to asphalt and kemper liquid waterproofing to roof area Option 1, all as per quote",Chief Executives
PO00028812,GREENWICH CARERS CENTRE,18720,18/07/2014,1.040 hours support planning and direct payment advice activities for April - May 2014,Adult and Older People
PO00028813,UK LASER SUPPLIES LTD,1103.1,18/07/2014,"IBM InfoPrint 1532 toner

A4 Req dated 8.7.14",Regeneration Enterprise and Sk
PO00028813,UK LASER SUPPLIES LTD,1150.3,18/07/2014,Photo conductor Unit for IBM 1585,Regeneration Enterprise and Sk
PO00028813,UK LASER SUPPLIES LTD,791,18/07/2014,IBM InfoPrint 1560 PC unit,Regeneration Enterprise and Sk
PO00028813,UK LASER SUPPLIES LTD,1079.15,18/07/2014,"ibm 1560 maintenance kit 
39V2614",Regeneration Enterprise and Sk
PO00028813,UK LASER SUPPLIES LTD,2559,18/07/2014,Black Toner IBM 1585,Regeneration Enterprise and Sk
PO00028813,UK LASER SUPPLIES LTD,1781.2,18/07/2014,IBM InfoPrint 1560 toner,Regeneration Enterprise and Sk
PO00028814,COMMUNITY SYSTEMS (NORTH LONDON) LTD,20000,18/07/2014,The delivery of specialist Catering & Hospitality courses as part of the Community Learning Programme between 1st August 2014 and 31st july 2015 ,Regeneration Enterprise and Sk
PO00028815,GLOBAL SOLUTION SERVICES (UK) LTD,25000,18/07/2014,"The delivery of specialist Retail courses as part of the Community Learning Programme between 1st August 2014 and 31st July 2015 as specified in the mini competition with a minimum of 100 unique learners.
",Regeneration Enterprise and Sk
PO00028818,COMMUNITY SYSTEMS (NORTH LONDON) LTD,25000,18/07/2014,The delivery of specialist Retail courses as oart of the Community Learning Programme between 1st August 2014 and 31st July 2015  with a minimum of 100 unique learners.,Regeneration Enterprise and Sk
PO00028819,RAVENSBOURNE COLLEGE,100000,18/07/2014,"The delivery of specialist Digital Media Courses as part of the Community learning Programme between 1st August 2014 and 31st July 2015 as specified in the mini competition call-in, with a minimum of 225 unique learners.
",Regeneration Enterprise and Sk
PO00028820,CITY LIT,100000,18/07/2014,"The delivery of specialist Family learning courses as part of the Community learning Programme between 1st August 2014 and 31st July 2015 , with a minimum of 180 unique learners.

Contract ID 048988 - The Greenwich Skills Framework Agreement

A4 Req dated 26.6.14",Regeneration Enterprise and Sk
PO00028836,UK POWER NETWORKS LIMITED,200000,21/07/2014,Works on Lamp Columns,Regeneration Enterprise and Sk
PO00028837,CLEAR CHANNEL UK LTD,9490,21/07/2014,Bus stop advert regarding the Tall Ship Event- various areas as per quotation,Chief Executives
PO00028838,COVALENT SOFTWARE LIMITED,6841,21/07/2014,"Annual support and maintenance for royal greenwich`s Covalent software site.
",Chief Executives
PO00028839,RENAULT RETAIL GROUP UK  LIMITED,24677.04,21/07/2014,"3 x Renault Kangoo ZE vans on lease for three years per supplier quote with following specification:
 full steel bulkhead, manual air conditioning, Renault fluence vehicle battery, solid - mineral white, sign writing, internal ladder hooks, ply lining",Chief Executives
PO00028840,DARTFORD METALCRAFTS,5740,21/07/2014,Chaute Hoppers various properties,Capital Housing Revenue Acc
PO00028841,M G AXTON,9708,21/07/2014,"10 alwold Crescent, Lee, SE12 9AF - carry out works as per specification",Housing Services HRA
PO00028843,GLOBAL SOLUTION SERVICES (UK) LTD,12500,21/07/2014,"The delivery of Career Confidence Course through the Community learning Programme between 1st August 2013 and 31st July 2014 as agreed with a minimum of 50 unique learners. 
",Regeneration Enterprise and Sk
PO00028844,GLOBAL SOLUTION SERVICES (UK) LTD,6000,21/07/2014,The delivery of Employability for Loan Parents Course through the Community Learning Programme between 1st August 2013 and 31st July 2014 as agreed with a minimum of 30 unique learners,Regeneration Enterprise and Sk
PO00028845,GREENWICH COMMUNITY COLLEGE,10176,21/07/2014,"To cover the cost of the 2014-2015 prospectus and marketing adverts and booklets produced to promote Adult Learners Week 2013-2014
",Regeneration Enterprise and Sk
PO00028847,BATES WELLS & BRAITHWAITE LONDON LLP,10750,21/07/2014,professional charges 29 Apr - 30 May advice to transfer heritage service to RBG heritage trust,Chief Executives
PO00028850,NORTHGATE INFORMATION SOLUTIONS UK LTD,7110.22,21/07/2014,Works undertaken under Desktop Services support Contract,Housing Services HRA
PO00028877,CAPITA IT SERVICES (BSF) LIMITED,17923.94,22/07/2014,Installation of a wifi system for Greenwich Heritage Centre. ,Chief Executives
PO00028878,UNIQUE OFFICE SOLUTIONS LIMITED,41621.8,23/07/2014,"Woolwich Town Hall, Committee Rooms - supply and deliver furniture",Capital Other General Fund
PO00028927,QUALITY TRAFFIC SURVEYS LTD,13485,24/07/2014,Carry out ATC surveys in the Begbie Road area for two weeks from Tuesday 8th july 2014,Transportation Schemes
PO00028930,STONE COMPUTERS LTD,7152,25/07/2014,16 x Stone NB-1210 Notebook Configuration,Chief Executives
PO00028939,BUILDING DESIGN PARTNERSHIP LTD,237090,25/07/2014,Payment for professional fees incurred on the outline planning application and topographical survey. ,Regeneration Enterprise and Sk
PO00028956,FENSCAPES LTD,90000,28/07/2014,"Fence Works
",Housing Services HRA
PO00028964,NORTHGATE INFORMATION SOLUTIONS UK LTD,7000,28/07/2014,Works undertaken under Desktop Services support Contract,Housing Services HRA
PO00028972,COMPUTACENTER (UK) LTD,6115.08,29/07/2014,"3 x PowerEdge R520, Intel Xeon E-24XX v2 Processors as per quote",Chief Executives
PO00028993,WOLSELEY UK LTD (VARIOUS SUPPLIES),5000,30/07/2014,Management Fee June 2014.,Chief Executives
PO00028995,DVIP,97000,30/07/2014,Annual cost of contract,Comm Safety and Environment
PO00028997,ASTON GROUP,238612,30/07/2014,replacement of communal gas boiler at 42 Beacham Close and 133 Langton Way. ,Capital Housing Revenue Acc
PO00028998,ST GILES TRUST,22500,30/07/2014,"Services provided by St GILES Trust to Greenwich SOS Project Gang Exit Work
",Comm Safety and Environment
PO00029000,P & R INSTALLATION CO LTD,108145.24,30/07/2014,replacement of communal gas boiler at Nightingale Heights ,Capital Housing Revenue Acc
PO00029013,OUTLOOK CARE,12218.27,31/07/2014,"Kemsing Road LD respiste service - contribution towards refurbishment costs of interiors at Kemsing road respite service
",Adult and Older People
PO00029014,LAKEHOUSE CONTRACTS LTD,619097.28,31/07/2014,"Design, supply, installation and 20 year guarantee of roof fabric replacement",Capital Housing Revenue Acc
PO00029020,BERKELEY HOMES ( EAST THAMES) LTD,5599470,31/07/2014,Kidbrooke regeneration ,Capital Other General Fund
PO00029021,VOLKERHIGHWAYS LTD,55753.19,31/07/2014,"cutty sark gardens - additional interim valuation payment on account
",Capital Other General Fund
PO00029027,BMH CONTRACT SERVICES LIMITED,148084,31/07/2014,"Linton Mead Primary School.
To carry out works as per tender Works relate to the relocation of a modular classroom building from Woodhill School and associated works.

", Capital Modernisation
PO00029031,PERTINAX CONSULTING LIMITED,26250,31/07/2014,Fees for IT audit reviews ,Chief Executives
PO00029037,INTERMEDICAL (UK) LIMITED,6370,29/08/2014,"Equipment for stop smoking service:
50 carbon monoxide smokerlyzer monitors 20 boxes of D pieces for monitors 50 boxes of mouthpieces for monitors",Adult and Older People
PO00029038,PITNEY BOWES FINANCE PLC,9508.8,31/07/2014,"Annual rental and maintenance for PB franking machine (paid quarterly)
",Chief Executives
PO00029040,EMMAUS GREENWICH,2030,31/07/2014,Various goods under the Emergency Support Services Contrsct,Chief Executives
PO00029040,EMMAUS GREENWICH,3285,31/07/2014,Various goods under the Emergency Support Services Contrsct,Chief Executives
PO00029041,NORTHGATE INFORMATION SOLUTIONS UK LTD,7000,24/09/2014,Works undertaken under Desktop Services support Contract,Housing Services HRA
PO00029041,NORTHGATE INFORMATION SOLUTIONS UK LTD,500,24/09/2014,Works undertaken under Desktop Services support Contract,Housing Services HRA
PO00029042,CARE TECH COMMUNITY SERVICES LTD,67440.2,31/07/2014,Management of Kemsing Road service.,Adult and Older People
PO00029045,BELL PHILLIPS ARCHITECTS LIMITED,25000,31/07/2014,"To inspect and report on sites coming forward for potential new build
",Capital Housing Revenue Acc
PO00029046,SELCHP,499999.8,31/07/2014,Waste Disposal  for June 2014,Comm Safety and Environment
PO00029065,MAKERS CONSTRUCTION LIMITED,17964,01/08/2014,Cutty Sark Gardens Car Park - carry out redecoration works to the interior areas of the car park,Planned Maintenance
PO00029066,SERCO LTD,9360,01/08/2014,"Control room manager, 2 days of the Tall Ships Event
",Chief Executives
PO00029069,CARTER BROOKE LTD,8158.3,01/08/2014,"Event security with radio comms and parking management facility - for the great get together and armed forces day 2104 event
",Chief Executives
